Week,Anchorage,Birmingham,Little Rock,Mesa,Phoenix,Scottsdale,Tempe,Tucson,Berkeley,Fresno,Irvine,Los Angeles,Oakland,Sacramento,San Diego,San Francisco,San Jose,Sunnyvale,Colorado Springs,Denver,Washington,Gainesville,Jacksonville,Miami,Orlando,Tampa,Atlanta,Roswell,Honolulu,Des Moines,Chicago,Indianapolis,Wichita,Lexington,Baton Rouge,New Orleans,Boston,Somerville,Baltimore,Grand Rapids,St Paul,Kansas City,Springfield,St Louis,Jackson,Cary,Charlotte,Durham,Greensboro,Raleigh,Lincoln,Omaha,Newark,Albuquerque,Las Vegas,Reno,Albany,Buffalo,New York,Rochester,Cleveland,Columbus,Dayton,Oklahoma City,Tulsa,Beaverton,Eugene,Portland,Philadelphia,Pittsburgh,State College,Providence,Columbia,Greenville,Knoxville,Memphis,Nashville,Austin,Dallas,Ft Worth,Houston,Irving,Lubbock,Plano,San Antonio,Salt Lake City,Arlington,Reston,Richmond,Bellevue,Seattle,Spokane,Madison,Milwaukee
316,1.158,0.613,0.804,1.769,1.607,2.232,1.954,3.602,2.38,1.369,2.552,2.76,7.549,2.8,2.211,3.933,5.491,5.864,0.768,0.77,2.371,1.079,1.737,3.27,2.007,1.655,1.436,2.728,6.265,0.347,2.262,3.41,0.495,1.021,2.092,1.823,1.934,7.088,2.401,0.704,1.636,0.452,1.386,0.52,0.747,3.189,1.518,1.127,2.919,1.725,1.569,1.294,3.362,2.299,2.263,1.537,5.321,3.415,3.249,4.305,0.826,0.884,1.121,2.335,1.121,2.256,1.478,1.787,2.433,2.398,2.185,1.9,1.275,0.815,0.896,0.97,2.176,2.414,1.355,1.87,1.802,2.852,2.186,4.169,3.235,3.31,2.77,2.858,2.713,2.359,1.492,0.821,2.646,3.165
317,0.909,0.607,2.333,2.718,0.959,1.614,1.571,0.663,2.73,2.102,6.015,2.503,6.881,2.269,3.15,3.694,4.418,3.276,0.425,0.859,2.511,1.166,1.125,4.258,1.195,1.807,1.579,1.249,7.316,0.246,1.189,1,0.702,0.828,2.087,0.997,1.468,1.395,2.544,0.739,2.063,0.302,1.058,0.591,2.513,3.003,1.348,1.767,2.714,1.845,1.089,0.477,3.103,1.881,1.419,2.461,5.368,2.614,2.614,3.589,0.545,0.798,1.231,1.896,2.527,1.514,1.228,1.106,2.983,1.843,4.087,1.671,0.82,0.609,1.613,0.997,1.473,3.43,1.811,2.183,2.448,4.086,1.817,2.257,2.426,2.14,3.716,2.523,2.381,2.153,1.524,0.748,2.144,1.236
318,3.544,0.83,1.931,1.992,3.043,1.278,1.018,2.153,5.493,2.154,5.554,2.582,4.59,3.465,4.152,3.724,2.627,2.228,0.452,0.592,2.058,1.414,1.193,3.992,2.099,0.871,1.063,0.893,13.569,0.177,1.206,1.153,0.486,0.625,1.831,1.639,1.377,1.261,2.253,0.539,2.622,0.738,0.664,0.313,2.389,3.775,1.271,5.463,1.667,1.608,0.925,1.121,2.119,1.973,2.024,1.167,2.341,1.543,1.861,1.131,1.411,1.248,1.278,1.19,1.819,0.987,1.781,1.135,1.941,1.492,2.019,1.566,1.704,0.518,1.699,0.69,0.896,2.474,2.001,1.534,2.417,2.483,1.444,2.059,2.686,0.944,3.201,3.525,4.031,1.216,0.898,0.87,0.953,1.267
319,1.954,0.622,1.232,1.03,1.982,1.041,2.089,1.383,2.61,2.08,1.655,3.172,6.197,2.334,3.514,2.761,3.471,1.501,1.327,0.388,1.785,1.169,1.638,3.749,2.165,1.697,1.044,0.692,13.564,0.234,1.029,0.414,0.759,0.568,1.331,2.445,1.068,1.105,2.138,1.364,0.915,1.243,0.297,0.584,1.631,1.371,1.294,3.78,1.123,1.036,1.332,0.734,1.219,2.502,1.616,2.515,2.218,2.981,1.604,0.839,1.812,0.331,0.674,1.05,1.482,1.711,1.455,1.026,1.605,1.409,1.698,1.996,1.478,0.582,0.819,2.508,1.836,3.207,2.23,5.365,2.497,1.258,1.501,2.118,1.283,1.045,3.727,3.919,2.227,1.374,1.248,0.778,0.913,1.163
320,1.243,2.044,1.982,3.84,1.153,2.696,1.388,2.056,2.906,1.817,1.111,2.76,7.223,1.689,2.631,3.269,3.449,2.246,1.191,0.564,1.796,1.765,1.138,3.079,3.376,1.421,1.521,0.563,13.645,0.209,0.995,0.916,0.728,0.418,3.495,2.408,0.868,4.115,2.182,0.633,1.067,0.559,0.628,0.54,1.145,2.508,0.596,2.966,1.796,0.929,1.551,0.627,0.989,1.854,1.611,1.912,2.081,1.137,1.496,1.855,1.199,0.68,1.446,1.884,1.172,1.012,2.566,1.398,1.725,1.912,3.177,0.713,0.848,0.823,0.58,1.137,0.954,2.177,2.521,0.862,2.322,1.446,1.953,1.885,2.119,1.04,2.968,3.234,2.364,2.172,1.486,1.122,0.409,1.693
321,1.586,0.655,2.714,1.519,1.364,1.391,2.384,1.657,2.359,2.457,3.518,2.346,3.353,2.578,2.49,3.209,2.977,2.425,0.52,0.549,1.529,1.99,2.78,3.093,2.537,2.303,0.818,0.587,12.172,1.986,0.662,0.984,0.945,0.299,2.4,1.301,0.858,1.935,2.17,1.292,1.678,0.885,0.486,0.704,0.88,2.489,0.803,1.5,2.335,0.644,1.267,1.18,0.706,2.029,1.271,0.894,2.728,3.78,1.359,0.973,1.053,1.178,1.008,1.643,1.779,1.447,1.411,1.18,2.112,1.1,2.74,0.482,1.831,1.936,1.056,1.231,0.819,2.735,1.592,0.731,2.483,0.996,2.347,1.106,2.333,0.739,2.896,2.424,0.926,1.394,1.078,0.812,0.869,0.994
322,1.575,2.595,4.908,1.407,1.186,2.266,3.452,1.983,1.805,2.887,1.982,2.476,4.489,2.546,2.817,3.534,3.036,3.854,0.617,0.461,1.965,3.365,3.254,1.404,3.695,2.959,1.418,2.402,7.183,0.71,1.221,1.742,0.746,0.409,3.783,1.809,0.514,1.147,2.162,1.141,1.467,1.584,1.026,1.374,1.999,1.325,1.369,1.626,1.156,1.345,1.07,0.713,0.465,1.814,1.497,3.489,2.237,1.02,1.206,1.032,0.811,0.845,0.825,3.066,1.82,1.041,1.398,1.11,1.383,1.784,2.286,1.315,2.992,1.034,0.996,1.559,1.42,1.829,2.505,3.767,2.137,3.692,2.777,2.698,3.29,0.778,1.829,2.372,2.026,1.157,1.213,2.19,1.309,2.041
323,1.871,1.268,4.499,2.058,2.212,1.886,2.865,0.574,1.279,3.865,1.887,2.431,3.049,2.515,1.779,2.779,2.759,1.09,0.946,0.681,1.37,1.777,1.872,2.13,2.616,2.68,1.141,1.382,4.617,0.73,1.158,1.114,1.914,1.674,3.827,1.827,0.378,0.857,1.582,0.811,1.906,0.45,0.444,0.458,1.404,2.921,0.91,2.224,1.756,1.438,1.081,0.813,1.627,1.401,0.669,2.445,1.05,0.631,1.286,0.853,1.308,1.115,0.84,2.091,2.538,0.787,0.741,1.239,1.709,2.268,1.541,0.781,3.079,2.091,1.724,1.021,1.073,3.187,2.29,1.725,2.558,1.964,1.749,1.58,3.58,0.695,1.737,3.104,1.2,0.971,0.908,1.213,1.035,0.618
324,0.853,2.946,1.525,1.79,1.982,2.293,1.661,1.51,2.53,1.335,2.794,1.936,3.041,3.127,1.722,2.104,2.351,1.899,0.52,0.59,2.12,2.673,2.184,1.466,1.833,2.096,2.266,1.281,3.346,0.333,0.826,1.11,0.418,1.851,3.729,5.337,1.036,0.764,2.091,0.603,1.141,1.042,0.798,0.46,2.187,1.367,0.476,1.892,1.205,1.632,0.646,0.364,1.034,1.615,1.815,1.679,0.908,0.694,1.29,0.84,1.043,0.852,0.774,1.005,2.566,1.049,0.923,1.659,1.888,2.411,1.209,0.932,1.046,1.182,2.153,1.107,2.024,3.766,2.849,2.775,1.631,3.551,1.583,3.382,2.501,0.953,2.405,2.583,1.937,1.409,1.619,1.792,1.176,0.921
325,1.344,4.07,3.128,3.005,2.216,3.399,1.975,1.817,2.299,2.097,3.161,1.614,1.968,3.588,2.051,2.209,2.205,3.51,0.734,0.722,1.984,3.649,2.199,2.059,1.808,1.985,1.661,2.319,4.215,0.221,0.915,1.061,0.613,1.432,8.399,7.166,0.873,1.307,1.74,0.798,0.81,0.74,2.484,0.989,2.423,1.341,0.477,1.836,2.261,1.37,1.829,1.02,1.388,1.644,0.918,3.557,1.039,0.694,1.445,1.074,1.658,1.011,0.605,2.315,2.189,1.886,1.439,1.322,1.583,2.042,1.052,0.917,2.655,1.199,1.388,1.455,2.633,3.951,1.61,2.359,2.643,2.229,5.319,1.525,3.628,0.974,2.105,1.416,1.283,2.155,0.564,0.818,0.574,0.904
326,1.548,7.34,6.205,3.231,1.925,3.638,2.961,3.209,1.473,3.624,1.955,2.321,2.94,4.298,3.028,1.742,1.241,3.509,1.244,1.113,2.084,3.577,4.013,1.801,2.237,3.422,3.582,3.542,2.632,0.519,1.368,2.815,1.453,3.11,11.058,9.774,0.609,0.826,1.872,1.533,1.241,0.44,1.487,1.36,3.193,1.363,2.605,3.615,2.17,1.934,2.372,2.635,1.55,2.264,1.57,3.456,0.956,0.4,1.7,0.97,1.152,0.761,0.495,3.088,5.429,3.009,3.503,1.974,2.068,2.639,2.999,1.836,1.984,4.804,4.275,5.12,3.782,4.422,3.371,5.016,3.373,2.341,5.929,3.024,3.236,0.709,1.566,1.894,2.688,1.685,1.474,1.012,1.583,0.516
327,4.077,8.802,5.879,2.61,2.568,4.372,3.664,1.649,5.8,4.389,1.823,2.414,6.37,3.425,2.316,2.976,1.832,4.374,1.974,1.88,2.536,6.483,3.816,1.631,3.775,3.422,5.937,7.065,3.329,1.147,1.355,2.495,1.985,3.951,9.002,9.407,1.02,0.843,3.307,1.301,2.926,3.126,1.636,2.1,4.136,4.773,1.762,1.686,2.113,3.303,3.748,2.786,1.512,4.217,1.399,3.132,2.027,1.834,2.007,1.713,1.863,1.564,2.203,5.91,5.371,3.498,1.423,1.803,2.939,3.598,2.54,1.385,7.497,2.799,7.535,7.679,6.527,5.885,3.909,4.44,5,2.267,4.587,3.378,4.79,1.258,2.534,2.373,2.554,1.665,1.744,1.581,3.024,2.907
328,6.306,10.13,5.056,3.453,2.311,3.13,4.222,3.05,10.353,4.449,5.542,2.674,5.97,2.757,4.355,3.727,3.68,3.113,1.68,2.29,3.267,6.269,3.168,3.221,4.654,5.426,5.655,7.275,1.849,2.543,2.288,2.825,3.189,3.575,6.465,9.971,1.203,0.748,4.115,1.325,3.928,1.715,3.276,3.105,6.476,2.993,3.181,5.12,3.618,4.339,2.341,2.155,1.227,4.271,1.995,5.424,1.436,1.977,2.15,2.682,2.392,2.729,2.202,6.219,6.31,5.167,1.698,2.916,2.664,5.553,5.176,1.023,6.975,3.837,8.196,7.735,5.761,7.893,5.013,3.982,6.156,3.921,4.486,5.8,7.815,1.641,4.926,4.326,2.443,6.208,3.261,3.51,5.21,2.44
329,4.947,8.436,9.549,4.958,3.218,4.443,4.318,3.783,9.889,4.09,2.607,2.729,4.787,5.202,2.576,3.611,5.276,4.519,2.561,2.835,4.146,6.904,6.056,4.101,3.077,4.409,4.992,6.837,1.801,2.854,2.36,4.073,1.628,4.9,9.548,8.477,1.582,0.909,4.968,1.522,3.338,4.267,4.103,3.685,6.653,5.151,2.466,5.946,4.576,4.55,2.61,4.273,0.946,5.761,1.368,6.309,4.485,1.927,2.457,3.318,1.911,2.982,2.725,7.727,7.206,3.919,1.84,2.781,2.709,4.397,6.325,4.626,5.408,3.567,9.574,6.31,6.446,10.629,9.121,4.927,8.665,5.063,10.549,7.651,12.018,1.81,3.414,4.799,3.992,3.83,2.776,3.612,5.225,2.58
330,3.514,8.118,8.192,5.512,3.525,5.666,4.55,4.728,5.853,6.266,4.378,3.596,3.609,5.176,3.979,3.547,5.134,4.089,3.243,4.381,3.755,7.718,6.538,5.576,4.145,4.205,3.973,4.682,3.41,2.346,2.207,3.018,4.854,4.378,6.684,6.434,1.79,2.396,4.94,1.969,4.93,6.836,2.453,3.242,5.836,6.862,5.68,5.33,3.535,4.732,1.733,4.333,2.946,7.6,3.358,8.069,6.04,3.167,2.564,2.889,2.47,3.491,1.48,11.251,7.204,4.026,3.543,3.609,3.314,4.605,6.971,2.929,9.663,5.906,9.637,5.028,6.376,15.776,10.114,8.211,9.974,6.554,9.067,15.208,13.002,1.439,4.188,3.01,3.854,2.112,3.824,6.458,3.288,3.305
331,5.871,9.26,11.3,6.436,8.754,7.446,8.043,6.919,4.049,4.728,5.9,4.129,2.95,6.656,4.055,4.441,4.723,4.05,3.154,5.007,4.015,5.476,5.316,5.452,4.364,4.13,4.584,7.841,2.36,3.956,2.847,4.944,3.825,9.709,6.912,6.592,1.896,3.25,5.541,3.476,4.936,5.517,5.595,4.924,4.113,6.504,6.731,6.765,6.733,6.238,2.307,2.728,3.761,11.693,5.477,10.212,5.673,2.38,3.142,3.318,3.329,4.956,5.249,12.435,10.453,4.401,4.382,4.486,3.534,4.571,7.086,3.675,10.46,7.297,6.99,6.431,6.841,15.437,13.792,15.134,11.472,15.105,10.872,16.548,13.197,2.034,6.224,4.577,5.878,3.188,4.433,7.217,3.579,2.845
332,6.001,5.093,8.12,11.329,9.496,14.443,11.192,8.923,6.283,5.19,6.861,5.087,10.032,7.634,5.05,5.29,5.443,8.312,6.464,5.7,4.539,5.194,5.296,4.396,4.677,3.939,3.793,3.257,3.571,8.589,3.276,6.386,5.43,12.427,5.352,4.469,3.254,1.436,6.021,4.457,5.349,7.026,3.183,6.25,4.123,9.072,6.353,5.077,6.46,6.331,5.446,6.095,2.184,14.717,4.767,6.086,7.961,3.513,3.481,4.203,3.265,7.586,5.594,14.924,11.978,5.63,11.375,7.799,4.431,5.723,6.009,3.028,7.091,5.203,5.23,4.199,6.37,14.581,14.037,10.642,10.29,13.627,13.476,15.342,11.353,3.823,5.827,5.111,5.276,3.303,4.919,10.532,3.948,2.006
333,6.893,5.966,8.934,15.671,11.027,14.873,11.659,14.436,8.108,9.329,4.73,6.869,9.871,9.096,7.342,6.845,7.156,7.637,9.12,7.142,5.538,4.586,5.809,4.497,5.228,5.108,3.06,2.241,4.951,14.013,4.7,10.572,9.814,9.419,5.11,4.883,2.01,2.688,8.244,5.884,7.514,7.209,12.333,8.107,4.163,11.354,6.662,5.211,6.186,6.009,8.013,8.851,2.186,15.248,4.479,6.577,6.648,9.591,3.947,7.152,8.588,8.852,9.29,16.599,11.511,11.91,13.845,10.719,5.457,7.148,7.925,2.352,9.497,8.939,6.076,5.706,5.662,15.522,11.016,7.09,8.845,11.314,17.999,13.633,8.803,4.802,5.842,6.169,5.299,4.915,6.466,11.314,2.882,5.13
334,4.227,4.283,9.845,11.121,10.231,9.711,9.509,13.317,7.373,7.533,6.842,8.059,8.601,7.372,7.202,8.027,7.96,6.587,4.642,5.177,6.674,4.729,5.157,5.171,5.786,4.555,5.21,4.889,2.399,16.575,6.965,9.764,8.955,11.696,5.53,4.649,3.058,3.865,10.559,13.56,10.755,11.194,13.937,9.321,2.54,10.066,7.002,5.953,9.18,7.131,11.198,9.033,4.698,12.33,5.17,5.844,11.85,15.559,4.624,9.879,13.049,10.585,13.001,12.004,12.196,16.821,12.726,13.085,6.782,8.688,8.646,4.06,9.146,7.164,3.52,4.467,4.82,11.701,10.462,4.575,8.501,10.36,14.6,13.199,8.315,7.294,8.778,9.655,11.234,8.726,8.751,9.754,8.81,7.08
335,3.656,3.818,7.292,9.801,7.707,9.575,4.28,8.98,4.978,7.629,5.14,7.448,11.487,6.511,7.763,8.052,6.443,12.02,3.524,3.128,7.358,5.696,6.176,4.026,4.807,5.556,5.27,6.639,3.675,5.556,5.744,6.436,4.794,11.435,6.02,4.895,5.113,5.194,8.562,10.512,8.173,6.984,9.751,7.804,4.283,6.758,7.138,7.006,6.856,6.522,4.081,4.114,3.072,9.439,6.14,3.879,16.947,17.055,5.833,14.424,7.752,8.009,9.146,9.49,8.847,13.932,14.819,11.838,7.932,7.034,8.816,7.126,8.364,7.352,3.064,2.821,6.154,10.172,9.582,13.056,7.473,5.917,8.474,10.041,6.647,6.978,8.83,10.281,9.644,9.761,8.84,5.972,8.469,7.334
336,5.311,4.641,11.101,6.763,6.761,7.754,8.699,10.877,5.545,6.673,11.461,8.53,9.234,6.692,10.461,8.103,6.757,9.843,2.243,2.57,6.563,4.432,4.23,4.784,3.125,5.052,4.777,4.848,4.103,5.719,5.993,5.299,4.762,6.79,4.505,6.226,6.194,8.907,6.991,8.913,5.557,3.871,3.118,5.637,2.627,8.77,5.035,5.098,7.04,4.376,2.533,5.034,5.286,8.831,5.968,4.7,15.082,11.664,5.708,15.514,4.27,5.636,6.284,7.268,8.082,11.931,10.685,9.459,6.624,8.289,5.14,9.102,5.554,5.696,5.833,2.382,5.082,8.695,6.089,6.325,7.907,4.21,5.456,9.807,7.22,5.479,7.032,8.35,7.504,8.881,9.102,3.549,5.65,5.926
337,3.388,1.604,4.295,5.438,4.918,7.007,7.828,8.113,2.793,2.974,8.913,6.533,7.196,5.601,8.153,6.318,6.697,6.122,1.869,2.763,5.177,3.502,3.059,2.835,3.193,4.336,3.363,6.648,3.606,2.929,4.679,2.855,2.097,6.097,5.367,4.77,5.988,7.114,4.844,4.337,4.743,3.671,3.447,2.578,3.514,4.387,4.765,3.917,2.853,4.11,2.661,4.625,5.859,6.987,4.605,3.155,13.692,7.58,5.369,11.923,3.654,5.339,5.543,3.878,4.249,7.884,5.219,6.106,6.038,5.266,4.615,5.688,5.821,5.265,4.189,3.351,4.477,6.433,6.227,2.817,6.951,6.59,2.608,8.038,5.921,4.484,5.563,6.207,5.89,6.63,6.472,3.494,4.894,5.059
338,2.775,3.485,4.048,7.099,4.192,6.723,7.317,4.462,4.054,4.198,6.456,4.475,6.39,2.808,6.163,5.885,5.064,5.603,1.682,1.68,3.528,4.617,3.318,1.745,1.71,2.364,2.988,2.113,4.039,1.063,3.731,2.881,1.135,4.23,2.806,4.439,4.339,3.544,3.419,4.03,1.966,2.311,3.532,2.006,2.003,2.685,3.116,4.6,2.262,2.528,0.646,1.169,6.178,5.492,3.584,2.164,7.728,3.907,4.308,6.659,3.854,3.597,4.626,3.479,6.13,6.207,4.456,5.651,3.938,4.364,3.06,4.301,3.849,3.582,3.143,2.357,4.666,5.965,4.851,5.177,5.575,3.394,3.573,2.855,5.487,3.028,4.396,3.776,3.586,4.693,4.206,2.025,2.626,3.132
339,1.781,3.879,3.477,3.99,3.206,4.01,2.43,4.493,5.756,3.368,5.908,4.178,8.273,4.024,4.277,5.051,4.337,5.799,1.223,1.207,2.423,1.265,2.604,2.155,1.604,1.906,2.622,5.145,4.683,2.65,2.47,2.827,1.315,3.738,2.355,2.776,4.397,1.973,3.16,1.805,2.594,1.387,1.653,1.971,1.654,3.377,1.926,3.039,3.005,2.186,0.587,2.109,2.95,5.119,2.891,4.096,4.789,1.483,3.465,4.526,1.607,2.14,1.113,4.407,3.931,6.404,3.947,3.4,2.178,3.092,2.434,1.682,2.433,1.458,2.535,2.785,1.862,5.696,4.469,2.938,4.335,5.49,2.501,4.495,3.653,1.391,2.298,3.624,3.329,2.233,3.198,0.585,2.649,3.385
340,2.434,2.797,3.912,4.192,2.966,3.292,4.239,4.005,3.069,1.188,5.337,4.271,5.649,3.101,3.846,3.455,4.604,4.7,0.343,1.035,2.708,3.289,2.129,1.347,2.447,1.413,1.96,5.933,2.68,1.676,2.253,1.596,1.445,2.375,2.961,2.484,2.39,2.59,2.593,1.717,2.17,1.73,1.757,1.331,1.123,2.522,1.948,1.557,1.56,2.28,1.152,1.629,1.366,4.243,3.734,1.43,2.271,2.378,2.529,4.999,1.545,2.74,0.572,4.335,2.23,2.688,3.647,3.298,2.581,3.44,2.894,2.187,4.74,2.633,1.512,1.467,2.536,5.563,4.065,3.963,5.195,3.075,5.488,4.061,3.755,0.969,3.154,4.759,3.022,3.397,3.138,0.981,2.423,1.795
341,1.995,2.777,2.098,5.064,2.117,1.194,1.392,3.165,6.148,2.001,2.126,2.608,6.883,4.126,3.133,3.307,2.518,4,0.507,1.327,2.388,1.108,2.04,1.477,1.697,1.897,2.595,2.547,4.678,1.115,1.639,1.822,0.537,1.613,1.891,3.5,1.322,4.04,3.347,1.008,2.137,1.231,1.711,2.155,0.763,1.872,1.845,0.7,2.137,1.383,2.06,0.579,2.342,3.985,1.446,1.148,1.821,1.455,2.57,3.287,0.937,1.569,1.184,5.618,3.688,2.564,1.493,2.506,2.522,2.692,2.564,1.934,3.433,1.99,2.831,1.781,1.514,5.359,4.148,4.524,4.228,4.473,2.218,4.074,3.293,1.511,2.686,1.958,2.427,2.438,2.281,1.297,2.547,1.804
342,1.198,1.124,4.027,3.848,2.286,4.068,1.603,2.921,4.119,2.227,3.979,3.216,4.835,2.623,2.33,3.347,2.258,4.292,0.436,0.844,2.011,1.529,1.366,1.644,1.627,2.875,2.182,1.242,3.29,1.343,1.633,2.238,0.729,0.872,2.456,2.67,1.159,1.853,2.105,1.891,1.829,1.474,2.28,0.859,2.719,1.313,2.026,4.325,1.569,1.579,0.488,0.731,1.645,3.073,1.836,2.5,1.584,1.107,2.577,0.868,1.695,2.014,2.075,2.864,4.906,1.149,1.516,2.19,2.144,3.344,1.975,0.619,1.911,1.545,1.791,1.669,2.42,5.369,2.909,2.322,3.499,3.516,5.185,2.679,3.182,1.151,2.447,3.578,2.415,2.698,2.435,2.335,1.412,1.406
343,1.444,2.454,2.49,3.226,3.15,4.171,2.222,2.666,2.257,2.864,1.996,2.699,3.436,2.822,3.712,3.127,3.648,2.341,0.856,1.103,1.779,2.025,1.502,1.645,2.519,1.528,2.094,2.236,1.631,0.9,1.488,1.226,1.31,1.457,2.064,2.261,1.01,1.478,1.01,2.398,1.564,1.366,1.841,0.589,3.864,0.811,1.459,1.701,2.001,1.747,1.125,0.736,1.418,4.002,2.409,3.348,1.703,1.852,2.058,2.283,1.509,2.558,1.113,1.813,3.523,1.863,2.269,2.549,1.377,2.862,2.955,1.001,4.06,2.274,1.293,1.546,2.642,5.07,2.502,3.588,3.712,2.152,5.157,5.302,3.109,0.994,2.028,2.162,2.047,3.46,2.174,1.436,2.28,1.595
344,0.715,1.876,1.676,1.449,2.202,3.682,1.656,1.649,2.208,2.515,2.34,2.981,7.594,3.673,3.779,3.008,3.041,3.546,0.993,1.18,2.448,2.525,1.367,2.383,1.712,1.229,1.67,1.27,4.587,2.797,1.702,2.464,1.241,2.057,4.432,3.033,1.165,1.108,2.317,1.466,1.694,0.925,0.778,0.86,2.504,2.431,2.758,2.967,1.624,1.657,1.358,1.389,1.568,3.581,2.992,3.057,3.141,2.844,2.366,2.465,1.428,1.834,1.439,2.146,2.671,2.203,1.39,2.172,1.82,2.886,2.136,0.732,4.265,1.491,1.453,2.705,1.975,3.496,3.289,2.118,3.455,1.475,2.362,3.894,3.026,1.516,2.981,1.428,2.146,1.624,1.684,2.04,1.716,1.432
345,0.894,1.55,2.07,2.457,2.91,2.943,1.757,3.402,1.299,1.191,2.487,3.254,4.839,2.298,2.71,3.582,3.651,2.429,1.063,1.045,1.971,2.022,1.684,1.118,1.325,1.374,1.915,1.171,3.455,1.678,1.859,1.043,0.551,2.531,2.426,2.233,1.266,1.651,2.543,1.634,1.537,0.47,0.754,1.114,3.039,1.513,2.683,2.579,1.121,1.32,1.25,1.1,1.594,3.578,2.564,1.766,2.537,2.454,1.954,2.196,1.883,1.478,1.598,2.275,2.289,3.453,1.321,2.198,1.951,2.838,1.675,0.349,1.328,2.699,3.145,1.165,2.048,3.156,3.346,5.27,4.111,1.386,2.918,3.289,2.813,0.899,2.035,1.514,1.55,1.726,1.934,1.774,1.516,1.35
346,0.554,1.38,3.547,2.184,1.746,3.046,1.346,3.862,2.458,2.49,2.708,2.303,3.071,1.934,2.801,3.193,2.745,1.713,0.964,0.729,2.006,2.394,1.143,1.1,1.123,1.414,1.531,1.573,2.058,0.529,1.374,1.34,1.323,0.626,4.855,2.356,0.482,2.378,2.108,2.857,1.344,1.375,1.823,0.745,2,2.869,1.505,1.681,1.433,1.307,1.628,0.573,1.346,1.589,1.873,2.403,1.797,0.702,2.053,2.084,1.35,1.733,1.754,2.758,2.583,3.013,1.775,1.611,2.212,2.047,2.376,0.312,3.839,1.981,1.011,1.641,1.672,4.895,3.257,2.408,2.767,1.775,3.571,4.945,2.677,0.684,2.998,2.111,1.526,2.325,1.295,1.114,1.521,0.771
347,0.759,1.555,3.09,2.102,1.723,1.919,3.125,1.674,2.216,1.368,3.299,1.596,2.244,1.791,1,2.529,2.144,3.841,0.862,1.009,1.901,1.854,1.676,1.252,1.113,1.015,1.629,2.193,2.745,0.595,1.49,1.626,0.527,1.252,2.919,2.893,0.416,1.486,2.053,1.029,0.974,0.659,1.962,0.74,1.706,3.589,2.075,1.66,2.321,1.548,0.572,0.678,1.23,3.396,1.99,2.961,3.065,2.251,1.529,1.352,0.873,1.742,0.834,2.615,2.612,2.38,1.235,1.325,1.414,2.228,1.932,0.857,4.636,1.254,0.639,2.041,2.894,3.815,3.724,3.269,3.065,1.938,3.862,4.704,2.839,1.216,2.796,3.21,1.483,0.972,1.593,0.52,1.33,0.897
348,1.585,1.076,1.442,1.887,1.302,2.34,1.368,3.251,2.104,1.596,2.297,1.906,1.746,2.263,1.917,2.059,2.552,1.994,0.415,0.547,1.909,1.454,2.213,1.547,1.632,0.701,1.906,1.012,1.759,0.682,1.483,2.48,0.254,1.004,5.778,4.146,0.963,1.81,1.218,2.894,1.091,1.263,0.596,1.027,1.306,2.138,1.591,1.335,1.986,1.538,0.423,0.494,1.156,2.137,1.74,2.682,2.351,0.807,1.459,2.465,1.904,1.119,1.127,3.024,1.644,1.781,1.2,1.278,1.724,3.068,1.614,0.63,4.382,2.541,2.123,1.105,1.414,3.847,2.985,2.17,2.923,1.572,3.725,3.11,2.893,0.55,2.829,2.69,2.768,1.227,1.711,1.592,1.229,0.983
349,1.051,0.903,1.574,2.534,1.814,1.918,1.267,2.723,1.832,2.068,1.317,1.916,2.215,1.576,1.898,2.161,2.337,1.564,0.594,0.719,1.623,1.252,1.65,1.214,1.249,1.314,1.631,2.102,2.026,1.88,1.026,1.612,0.656,0.532,5.327,3.188,1.412,1.046,2.26,1.02,1.497,1.007,2.207,0.897,1.277,1.168,1.191,2.367,0.885,1.034,0.762,0.949,0.827,1.946,1.329,2.921,1.185,1.809,1.623,0.85,0.661,1.132,0.596,1.83,1.719,1.603,1.043,1.149,1.704,2.046,2.341,0.316,2.031,2.684,1.467,1.562,1.715,4.549,2.696,2.551,2.68,2.404,3.628,2.578,3.183,0.366,1.936,2,1.716,1.685,1.499,2.034,1.536,0.959
350,1.122,1.609,2.478,1.333,2.225,2.228,1.16,2.405,4.398,2.054,1.282,1.987,2.15,1.981,1.338,2.388,2.75,1.746,0.939,1.12,1.257,2.322,1.815,0.674,0.915,1.096,1.673,0.675,2.189,1.447,1.572,1.488,0.983,0.821,3.58,5.173,0.782,0.751,1.868,2.207,0.976,0.944,1.147,0.844,2.223,2.756,0.425,1.23,0.904,1.6,0.611,0.983,1.149,2.114,1.308,1.739,1.35,1.631,1.539,0.601,0.944,1.014,1.33,3.066,1.682,2.354,1.42,1.098,1.479,2.292,2.14,1.523,1.477,1.311,2.047,1.563,1.853,3.763,1.748,1.759,2.063,1.914,3.675,1.825,2.628,0.949,1.674,3.802,1.26,1.285,1.344,1.463,0.827,1.156
