Week,Anchorage,Birmingham,Little Rock,Mesa,Phoenix,Scottsdale,Tempe,Tucson,Berkeley,Fresno,Irvine,Los Angeles,Oakland,Sacramento,San Diego,San Francisco,San Jose,Sunnyvale,Colorado Springs,Denver,Washington,Gainesville,Jacksonville,Miami,Orlando,Tampa,Atlanta,Roswell,Honolulu,Des Moines,Chicago,Indianapolis,Wichita,Lexington,Baton Rouge,New Orleans,Boston,Somerville,Baltimore,Grand Rapids,St Paul,Kansas City,Springfield,St Louis,Jackson,Cary,Charlotte,Durham,Greensboro,Raleigh,Lincoln,Omaha,Newark,Albuquerque,Las Vegas,Reno,Albany,Buffalo,New York,Rochester,Cleveland,Columbus,Dayton,Oklahoma City,Tulsa,Beaverton,Eugene,Portland,Philadelphia,Pittsburgh,State College,Providence,Columbia,Greenville,Knoxville,Memphis,Nashville,Austin,Dallas,Ft Worth,Houston,Irving,Lubbock,Plano,San Antonio,Salt Lake City,Arlington,Reston,Richmond,Bellevue,Seattle,Spokane,Madison,Milwaukee
106,0.279,0.213,1.025,1.757,1.251,1.6,3.296,0.767,1.245,0.732,2.345,1.043,1.889,0.352,0.98,1.21,2.501,1.516,0.49,0.058,0.566,0.912,0.148,1.074,1.174,2.017,0.793,0.746,3.232,0.594,0.743,0.7,0.514,1.106,0.972,2.947,0.351,0.897,1.211,0.262,1.11,0.281,0.188,0.371,1.245,0.566,0.396,0.657,0.251,0.783,0.155,0.472,0.701,1.522,0.45,0.546,0.237,0.672,1.306,0.279,0.986,0.706,0.589,0.655,1.448,2.956,0.754,1.092,1.462,1.383,2.33,0.553,0.369,1.329,0.981,0.796,0.703,2.247,1.587,1.717,0.75,1.127,5.468,1.724,1.761,0.198,0.447,0.853,1.336,1.195,1.081,2.733,0.827,0.507
107,0.211,0.169,0.748,2.214,1.32,1.8,1.968,0.558,0.795,4.502,1.608,1.055,0.511,1.071,1.338,0.918,3.404,0.861,0.474,0.305,0.874,0.509,0.763,0.411,0.24,0.597,0.524,0.417,1.345,0.286,0.565,0.416,1.212,1.143,0.719,0.828,0.129,0.254,1.593,0.206,0.804,0.186,0.153,0.104,1.206,0.414,0.471,0.405,1.135,1.076,0.123,0.502,0.315,2.607,1.44,0.437,0.167,1.256,0.892,0.156,0.454,0.377,0.364,0.452,0.841,0.521,0.656,0.478,0.502,0.654,1.53,0.35,0.278,0.695,0.723,0.564,0.438,2.23,1.034,2.863,2.044,6.269,4.963,1.394,0.727,0.139,1.018,0.604,0.839,0.49,0.918,0.563,0.458,0.372
108,0.169,0.141,0.603,5.33,0.377,1.635,1.613,1.473,1.779,1.253,1.022,1.147,0.886,0.407,1.553,0.913,2.799,2.245,0.277,0.703,1.231,0.353,0.578,0.237,1.666,0.378,0.651,0.783,1.356,1.331,0.503,0.272,0.321,1.132,0.581,1.252,0.178,0.222,2.635,0.169,0.626,0.814,0.129,0.06,2.42,0.318,0.96,0.289,1.091,0.411,0.102,0.619,0.218,1.512,2.31,0.368,0.135,0.6,0.671,2.123,0.505,0.793,0.264,0.356,0.602,0.591,1.914,1.373,1.256,1.441,2.474,0.579,0.228,0.482,0.429,0.455,0.32,2.737,2.388,1.704,1.951,0.853,2.345,1.171,2.228,0.298,1.758,0.519,1.406,0.507,0.714,1.713,0.251,0.233
109,0.141,0.772,0.51,1.986,0.217,1.649,0.883,0.78,3.395,0.656,3.485,1.375,1.278,1.429,0.828,1.254,1.495,2.27,0.499,0.95,0.351,0.986,0.785,0.915,0.613,0.196,0.926,1.448,1.377,1.257,1.056,1.349,0.187,1.123,0.49,0.741,0.115,0.14,0.752,0.143,1.274,1.269,0.11,0.384,0.92,1.229,0.955,0.226,0.612,0.3,0.087,1.366,0.166,1.158,0.528,0.318,0.113,0.815,0.426,0.68,0.502,0.411,0.208,0.296,0.477,1.167,0.76,1.016,1.259,1.441,2.487,0.576,0.193,0.367,0.306,0.381,0.254,1.62,0.881,1.013,0.58,1.976,7.015,2.552,0.504,0.299,1.272,0.46,1.402,0.471,0.352,0.447,0.881,0.171
110,0.122,1.588,0.446,1.062,2.548,1.4,4.344,1.551,2.338,0.454,0.932,0.453,1.491,0.266,1.127,0.611,0.502,0.877,1.022,0.494,0.38,0.515,0.832,0.256,1.551,0.135,0.534,1.426,0.934,2.386,0.223,2.073,0.132,0.692,0.428,0.537,0.415,0.085,0.74,0.125,0.897,0.405,1.188,0.185,0.554,0.826,0.537,1.008,0.425,0.858,0.076,0.881,3.933,2.731,1.497,0.281,0.096,0.473,0.653,0.431,0.344,0.362,0.174,1.983,0.4,0.394,0.985,0.537,1.854,0.542,2.536,0.341,0.17,0.302,0.241,0.331,0.6,2.925,2.222,0.752,2.39,2.824,4.43,2.344,0.341,0.197,2.171,1.929,1.46,0.255,0.259,0.293,0.932,0.137
111,0.833,0.737,4.457,0.723,1.599,1.604,1.706,0.503,3.217,3.229,1.683,1.164,0.451,0.878,2.594,2.186,1.51,2.857,0.375,0.075,0.732,0.34,2.794,0.677,1.15,0.101,0.326,0.725,1.948,0.809,0.383,0.346,0.515,2.985,0.376,0.414,0.283,0.215,0.716,0.11,0.632,0.188,0.932,0.358,0.383,0.488,0.309,0.734,0.324,0.403,0.814,0.48,1.724,1.781,1.026,0.25,0.084,0.287,0.489,0.803,0.475,1.415,0.767,1.04,0.342,1.154,0.646,0.327,0.53,1.397,3.863,1.157,0.149,1.363,0.195,1.017,0.342,1.885,0.488,1.785,1.354,2.191,2.325,1.388,1.221,0.114,2.616,4.585,0.92,0.492,0.468,0.782,0.411,0.112
112,0.442,1.421,3.27,0.551,0.904,0.961,0.907,0.764,3.195,1.472,1.695,0.423,1.045,1.014,1.023,0.904,2.902,2.194,1.94,0.658,1.47,0.256,0.754,2.89,0.307,0.081,0.634,0.726,3.719,0.46,0.199,0.988,0.233,1.23,0.338,2.113,0.167,0.885,0.724,0.098,1.193,0.753,0.454,0.362,0.295,0.35,0.192,0.417,3.439,0.402,0.802,0.323,1.432,2.537,0.962,1.811,2.824,0.754,0.486,0.802,1.331,0.735,0.404,1.793,1.375,1.17,0.918,0.494,1.479,0.908,1.763,0.459,1.091,1.122,0.952,1.049,0.532,0.831,0.485,1.063,0.77,1.369,1.506,1.012,1.67,0.08,0.569,1.285,0.667,0.993,0.239,0.794,0.835,0.976
113,0.286,1.159,5.649,0.446,0.549,0.629,0.844,1.419,3.201,5.034,0.89,0.799,0.652,1.013,0.779,0.314,1.011,1.501,0.328,0.543,0.342,0.95,0.75,0.885,0.881,0.372,0.781,2.018,0.713,0.317,0.565,0.353,0.147,0.801,3.183,1.225,0.172,0.214,0.729,0.742,0.627,1.249,0.293,0.802,2.251,2.115,0.14,0.897,2.363,0.237,0.813,0.242,1.408,1.459,0.278,3.351,0.671,0.388,0.823,1.596,0.478,0.379,0.775,1.034,1.054,0.577,0.483,0.481,0.56,1.736,1.249,0.562,1.088,1.36,1.829,1.048,1.023,1.159,0.85,0.753,0.559,5.147,1.035,0.812,1.117,0.596,1.233,0.896,1.34,1.471,0.35,0.79,0.445,0.522
114,0.211,0.659,1.89,1.935,0.444,1.579,0.459,0.497,1.722,1.632,0.609,0.974,0.24,0.44,1.019,1.388,0.824,0.8,0.187,0.103,1.072,2.761,0.487,0.669,1.17,0.242,0.491,0.708,1.333,1.33,0.203,0.666,0.107,1.081,1.894,2.178,0.161,0.213,0.631,0.385,0.526,1.758,0.214,0.17,2.256,2.105,0.11,0.748,0.744,0.778,0.813,0.192,2.133,1.055,1.374,1.776,0.689,0.251,0.792,0.787,0.262,0.721,0.773,1.037,1.391,0.563,1.79,0.793,0.917,1.082,0.996,0.569,0.792,1.115,0.516,0.763,0.28,2.804,1.174,0.591,0.778,2.664,0.802,0.681,1.215,0.28,1.239,0.697,0.831,0.501,0.349,0.794,0.445,0.528
115,0.169,0.734,1.307,5.13,0.29,1.52,0.892,0.312,0.953,0.982,2.349,1.156,1.624,1.035,1.011,0.888,0.76,1.507,0.13,0.082,1.081,3.832,0.303,0.229,0.309,0.357,0.639,0.701,1.898,1.192,0.475,0.66,0.506,0.635,1.13,1.224,0.081,0.213,0.415,0.261,1.197,0.796,0.166,0.102,1.345,0.785,0.091,0.42,1.237,0.395,0.71,0.158,0.98,0.834,1.36,1.217,0.675,0.183,0.45,0.242,0.177,0.371,0.506,1.02,0.828,0.347,1.785,0.636,2.185,0.73,0.845,0.591,1.045,0.628,0.924,0.447,0.516,2.253,2.286,0.489,0.766,1.09,0.667,0.589,1.203,1.46,1.23,0.57,0.525,3.335,0.229,0.71,0.295,0.99
116,0.814,0.601,0.874,1.885,0.182,0.911,0.847,1.379,0.659,1.192,0.474,1.004,0.461,1.036,1.017,1.211,0.823,0.727,0.099,0.423,0.78,2.538,0.218,0.429,0.181,0.184,0.169,0.72,0.712,0.576,0.908,1.851,0.499,0.407,3.074,0.918,0.178,0.441,1.196,0.712,1.206,1.273,0.134,0.058,0.857,0.463,0.078,0.294,0.621,0.38,0.797,0.592,0.679,1.421,1.366,0.933,0.353,0.145,0.627,0.145,0.134,0.37,0.746,3.073,2.35,0.548,1.456,0.476,1.22,1.079,0.749,0.326,0.523,0.437,0.716,0.315,0.304,1.463,1.153,3.033,1.158,1.912,2.365,0.521,0.691,0.521,0.923,0.483,0.826,0.971,0.114,0.372,1.272,0.342
117,0.405,0.336,1.821,3.43,2.91,0.592,0.729,0.733,4.476,0.705,1.589,0.22,1.234,2.349,1.661,1.479,2.186,1.483,0.45,0.079,0.58,1.594,0.711,0.249,0.575,0.123,0.161,2.046,0.509,1.228,1.142,0.349,0.238,0.295,2.842,2.001,0.356,0.176,1.917,0.712,0.796,0.78,0.921,0.167,0.624,0.328,0.067,0.224,0.413,0.221,0.698,0.536,0.482,1.257,0.903,0.754,0.228,0.734,0.629,0.807,0.108,0.22,0.664,1.548,0.945,1.647,0.806,1.25,0.919,0.642,0.667,0.203,0.343,0.335,0.391,0.242,0.193,1.119,1.399,1.788,0.306,1.316,2.124,2.469,0.671,0.848,1.759,0.421,0.808,1.914,0.454,0.252,1.221,0.214
118,3.876,0.237,7.256,1.797,0.847,0.443,2.983,0.483,2.798,1.107,0.835,0.984,0.591,1.48,1.224,0.529,1.409,0.585,0.235,0.629,1.114,0.513,1.368,0.683,0.299,0.349,1.033,0.533,0.672,0.564,1.132,1.322,0.471,0.23,1.877,1.536,0.53,0.221,0.727,0.703,0.645,0.173,0.87,0.596,1.627,2.043,0.451,0.783,2.191,0.365,0.663,1.161,0.682,1.338,1.718,1.739,0.645,0.637,0.78,0.793,0.09,0.706,0.358,0.982,0.633,1.63,1.791,1.26,1.215,0.627,0.579,0.146,1.756,0.271,0.267,0.196,0.142,1.671,0.456,2.819,1.322,0.891,1.411,4.375,0.658,0.442,0.496,0.376,0.496,0.484,0.115,0.759,0.256,0.157
119,2.343,0.184,1.849,1.174,1.321,0.356,1.213,1.256,1.443,2.141,0.566,0.825,2.563,3.32,1.508,0.196,0.852,0.832,0.15,0.645,0.617,0.76,0.523,0.447,0.308,0.705,0.479,0.775,0.407,0.587,0.383,1.042,1.071,2.832,1.54,1.285,0.34,0.454,1.61,1.337,0.357,2.366,0.425,1.331,0.984,0.782,0.474,0.774,1.178,0.378,0.651,1.924,0.504,1.142,0.466,4.555,3.529,0.328,0.771,0.386,0.935,1.418,0.734,3.076,0.488,0.786,0.937,0.329,0.924,1.678,0.506,0.529,0.953,2.533,0.203,0.165,0.99,1.403,0.823,1.721,1.719,1.133,1.907,2.718,2.415,0.241,0.972,0.342,1.352,0.286,0.967,1.479,0.163,0.124
120,1.439,0.672,4.128,1.675,1.218,1.434,1.745,0.625,2.501,0.718,0.798,1.122,1.334,3.905,1.873,1.122,1.446,0.423,0.413,0.489,0.896,2.653,0.679,0.21,1.081,0.644,0.406,1.377,2.198,1.812,0.821,0.338,0.45,1.433,3.382,1.042,0.148,0.57,1.109,0.513,1.111,0.344,0.798,0.252,1.988,1.913,0.226,0.524,0.785,0.971,0.406,0.506,1.289,0.686,1.883,3.909,2.824,1.223,0.982,1.757,0.838,0.286,0.649,0.955,0.394,0.514,1.713,0.608,1.802,0.954,0.444,0.889,0.478,1.088,0.699,2.367,0.886,2.003,2.131,1.114,0.912,2.494,3.04,2.429,2.225,0.247,2.761,0.312,0.747,0.457,0.992,0.678,0.677,0.101
121,0.705,0.66,1.715,1.115,0.432,1.036,1.174,1.149,5.558,2.915,0.781,1.274,2.291,1.422,0.986,2.144,0.791,8.369,0.821,0.381,1.038,1.359,0.362,0.964,1.057,0.922,1.092,1.366,1.164,0.279,1.031,0.952,0.439,0.813,0.972,2.654,0.767,0.363,1.101,0.292,0.572,0.164,0.475,0.523,0.988,0.907,0.147,1.403,0.465,1.867,0.216,0.335,1.273,2.193,1.491,2.168,0.614,0.582,0.498,1.031,0.833,0.926,1.22,1.643,0.332,0.519,0.849,0.152,1.334,2.045,2.509,1.319,0.314,0.583,1.324,1.031,0.331,1.49,1.865,0.739,1.327,0.772,1.727,1.415,3.502,0.174,1.185,0.288,0.729,0.379,0.219,0.337,0.651,1.594
122,2.058,3.467,2.995,3.114,0.434,1.385,0.617,1.67,1.291,1.043,0.558,0.934,1.111,1.157,2.298,1.129,0.745,0.701,0.401,0.185,1.174,0.702,0.239,1.121,2.028,1.79,0.391,1.308,2.178,1.105,0.723,0.937,0.431,0.571,1.394,1.485,1.081,1.496,1.771,0.604,1.085,0.344,0.778,0.117,0.985,1.005,0.747,1.408,0.332,1.255,0.569,0.467,1.005,1.246,2.136,4.187,1.282,0.367,0.857,1.025,0.423,1.714,0.42,1.619,3.813,1.981,3.046,0.44,1.077,0.945,1.551,0.867,1.654,1.142,0.682,0.81,1.291,2.596,2.808,0.564,4.546,4.206,2.958,1.006,1.826,0.761,1.45,2.943,1.178,0.456,0.211,1.244,0.644,0.434
123,2.044,1.809,1.938,3.111,2.287,3.779,1.702,1.643,4.54,4.559,0.73,0.212,2.271,1.018,2.253,1.989,0.454,2.774,1.666,0.371,1.998,0.717,0.178,0.568,1.27,1.189,0.88,0.556,1.649,0.503,0.706,0.634,1.489,0.901,1.403,0.993,0.724,0.172,2.03,2.131,2.914,0.164,0.421,0.127,0.912,0.589,0.38,1.354,0.257,0.957,1.22,2.791,1.834,1.244,2.115,2.888,0.63,0.217,1.283,1.708,1.832,0.592,0.628,0.851,1.881,1.457,0.525,1.547,2.081,1.761,1.136,0.421,3.056,0.725,1.294,1.59,0.446,2.418,4.089,0.459,1.252,3.086,1.741,0.795,2.874,0.485,1.168,1.407,0.707,1.347,1.416,1.203,2.294,0.418
124,0.541,4.1,1.722,1.029,1.221,1.191,0.661,2.678,6.39,0.907,3.156,2.433,2.118,1.982,2.862,1.735,2.103,1.3,1.194,0.276,1.631,7.053,0.656,0.384,0.79,0.628,0.745,1.32,1.645,1.126,0.849,0.633,0.43,1.753,1.399,0.741,0.441,1.268,1.761,1.121,0.514,1.615,2.66,0.251,2.818,0.976,0.208,0.726,1.07,0.945,0.55,1.615,0.464,1.242,2.438,2.078,1.845,1.765,1.372,2.019,0.415,1.667,2.869,2.85,1.261,2.39,2.085,1.244,0.796,1.776,2.526,0.419,1.737,2.166,0.989,0.839,0.448,2.421,2.613,4.576,1.425,3.695,1.046,0.663,1.839,0.97,2.766,1.421,1.567,0.902,1.781,0.597,1.754,1.499
125,0.663,1.84,1.682,0.671,2.596,1.486,1.175,2.139,0.94,1.839,1.336,1.423,2.986,0.471,1.353,2.44,1.219,3.367,0.784,0.552,1.422,0.697,0.652,0.909,1.023,0.883,0.372,2.495,1.149,1.721,1.166,0.629,0.915,0.884,2.412,3.097,0.709,0.886,1.066,2.091,1.55,0.689,0.792,0.53,0.709,1.908,0.139,2.611,1.057,0.941,1.176,0.328,0.606,1.227,2.348,2.776,0.6,0.55,1.415,0.314,1.117,0.3,0.616,5.351,1.266,0.482,2.047,0.968,2.252,2.422,3.164,3.36,0.837,1.188,3.156,0.841,1.26,2.405,1.609,1.511,1.248,1.022,0.736,2.354,2.167,0.478,1.848,1.097,2.252,0.891,2.613,1.736,0.896,0.772
126,0.662,1.252,1.082,0.498,1.542,2.645,2.688,2.131,2.375,2.642,1.298,1.586,1.778,1.829,1.952,2.071,0.693,1.034,2.335,0.175,1.871,1.376,1.257,0.412,1.049,1.22,1.412,0.537,2.464,1.074,0.961,1.458,0.427,3.242,2.429,1.599,0.41,1.047,1.054,1.566,1.021,0.393,0.746,0.976,0.973,0.986,1.413,1.358,0.929,1.492,0.354,0.986,1.21,2.912,2.703,1.495,0.29,1.098,1.24,0.244,0.761,1.074,1.142,1.599,2.173,1.402,0.672,0.678,1.683,2.402,2.04,1.198,0.49,1.111,2.487,2.917,0.403,2.796,2.106,2.627,2.32,1.013,1.742,4.063,3.756,0.698,2.087,0.743,1.535,2.182,1.168,0.336,1.761,0.773
127,0.67,0.631,2.958,0.398,1.193,5.075,2.726,1.134,1.047,1.861,1.089,1.453,2.143,0.472,2.569,2.358,2.128,0.784,0.341,0.637,1.544,0.678,1.247,0.685,2.229,1.189,2.171,1.841,2.056,0.49,1.183,1.191,3.12,0.879,6.398,1.665,1.156,0.708,3.042,2.082,1.02,0.715,0.363,1.655,0.967,2.723,1.441,2.02,0.501,3.422,0.513,0.991,0.346,4.381,5.615,0.779,5.614,0.312,2.078,0.958,1.115,1.352,2.191,0.903,2.954,1.85,1.994,2.006,2.254,2.833,1.47,0.254,1.596,1.075,3.021,2.953,1.235,1.739,1.594,4.546,2.285,3.636,7.229,3.132,2.831,0.469,2.319,2.205,1.54,1.28,1.161,2.787,1.915,1.094
128,1.303,1.215,1.4,0.33,1.516,1.404,3.607,3.042,4.426,1.793,0.612,1.073,1.243,0.259,1.735,2.142,2.049,1.431,0.37,0.796,2.236,0.674,1.233,1.546,2.636,1.458,0.939,1.195,1.105,0.29,0.738,0.886,0.367,0.692,3.212,1.197,0.568,1.582,1.985,0.547,1.006,0.721,0.729,0.531,1.785,0.918,0.72,1.297,0.341,1.452,0.499,1.507,0.214,3.583,3.204,1.418,1.184,0.546,0.998,0.608,1.085,0.56,0.583,2.158,2.083,0.371,2.615,1.06,1.844,1.935,3.742,0.39,0.662,0.622,1.82,3.6,2.293,2.119,2.035,1.44,1.347,2.344,1.714,2.281,2.421,1.621,2.495,3.479,1.144,0.842,1.446,1.097,0.595,0.598
129,0.644,0.72,0.863,1.598,2.495,3.78,2.145,3.385,2.312,3.338,2.888,2.027,2.25,2.745,0.909,1.882,1.396,2.548,1.096,0.61,1.944,2.385,2.309,1.313,1.24,0.878,0.503,1.193,1.984,1.607,1.072,1.909,1.375,0.825,1.242,1.511,0.702,0.863,3.168,0.543,0.347,0.698,1.539,0.436,0.902,1.767,0.365,1.876,1.841,2.445,0.38,2.068,0.154,4.224,2.872,1.413,1.718,0.383,1.978,0.3,1.72,0.545,0.428,3.692,2.105,3.185,1.333,1.06,2.513,1.184,1.25,0.383,1.495,1.029,1.202,0.78,0.608,3.49,2.285,1.003,2.643,2.382,1.706,1.365,1.762,1.161,0.852,5.481,1.819,2.462,1.611,0.541,1.893,1.675
130,0.446,1.456,0.664,3.18,4.648,7.544,3.142,2.337,2.958,2.877,0.983,3.779,3.279,1.692,1.541,1.654,1.78,5.198,0.852,0.978,2.167,1.615,0.714,0.856,1.428,0.708,1.513,1.924,2.202,0.62,1.458,0.712,0.419,2.854,1.664,1.659,0.176,1.082,2.229,0.662,1.188,1.354,0.874,0.137,1.068,1.017,2.844,2.375,0.565,1.051,1.365,1.176,1.898,2.328,1.828,0.791,1.868,0.234,0.965,0.361,0.863,1.601,0.28,2.388,2.369,0.494,2.223,0.747,1.174,1.707,2.122,1.515,1.036,2.292,1.494,1.912,0.311,3.041,0.847,1.76,3.044,1.11,2.149,4.71,3.821,0.254,0.967,1.375,2.445,0.994,1.656,1.795,1.444,0.451
131,0.605,0.586,3.842,1.523,1.433,3.242,5.608,2.359,1.153,0.901,1.159,3.968,2.889,0.5,3.312,3.011,2.656,3.783,1.055,0.937,1.105,4.761,2.21,1.246,0.735,0.582,0.938,1.134,2.391,0.948,0.762,0.83,0.822,1.537,3.058,0.975,0.783,1.308,1.611,1.45,0.939,0.659,0.342,0.95,1.668,1.684,0.344,1.751,2.52,1.323,1.497,2.49,1.71,1.112,1.899,1.333,1.603,1.547,1.751,1.485,1.657,1.687,0.567,4.474,2.02,0.856,1.211,1.611,1.386,0.861,2.233,0.741,0.617,1.894,0.598,1.444,0.759,2.635,2.422,0.928,2.401,1.677,7.441,2.089,4.304,0.209,2.7,2.022,2.835,0.824,1.17,1.037,0.802,0.219
132,0.349,2.702,4.776,5.323,5.011,5.628,4.711,3.642,2.99,1.703,3.199,5.238,2.521,3.004,5.971,1.954,1.41,0.613,1.406,0.68,1.244,1.733,1.681,1.071,1.41,1.104,0.783,2.679,1.024,0.443,0.769,1.353,0.4,2.886,1.25,2.393,0.657,0.803,2.6,0.528,0.356,1.483,0.207,1.843,2.418,0.876,0.343,1.179,1.519,0.829,0.435,0.41,2.239,1.11,5.58,2.529,2.175,0.82,1.377,0.869,0.37,0.794,1.589,2.059,2.791,0.887,1.292,1.637,1.746,2.249,1.077,0.353,2.132,1.889,1.155,0.94,1.451,2.813,1.972,1.447,2.278,3.396,4.782,3.798,2.029,1.563,2.14,1.087,3.305,0.404,1.384,1.045,1.027,0.677
133,0.223,2.812,2.869,7.718,8.29,7.707,6.385,8.201,5.087,3.958,1.796,7.387,4.23,1.398,6.056,3.862,2.161,0.753,0.715,0.605,2.041,4.961,2.29,2.511,1.497,0.887,1.891,2.138,0.566,0.971,1.188,1.105,1.303,1.607,5.393,1.359,0.264,0.818,1.323,1.977,0.938,0.676,1.556,0.566,1.742,0.873,2.828,0.376,0.969,2.481,0.989,2.017,2.235,4.863,7.345,0.898,0.5,2.688,1.6,0.878,1.051,0.299,1.583,4.507,2.045,3.471,4.385,2.855,2.297,1.164,1.598,0.749,3.236,1.426,0.805,2.917,1.18,4.836,2.873,3.467,2.861,3.976,5.469,2.19,3.373,2.52,1.978,1.258,1.78,1.274,1.253,2.133,0.204,0.351
134,4.998,1.514,8.52,18.396,7.56,9.673,11.786,7.33,3.385,12.476,7.774,6.498,9.365,5.904,8.271,4.645,6.733,1.587,0.828,0.822,1.473,2.022,1.359,1.319,0.609,3.513,2.172,1.236,4.014,3.277,1.509,1.833,4.677,3.016,4.063,3.534,0.668,1.064,1.489,1.862,1.127,3.699,0.93,0.627,1.093,0.983,1.588,3.197,1.065,2.943,3.024,3.163,2.342,7.846,5.893,6.578,1.301,1.248,1.849,2.143,2.326,3.285,1.928,1.657,3.151,6.168,0.662,4.148,2.258,0.402,1.635,0.426,1.064,1.319,0.904,0.679,0.718,4.448,4.629,5.14,5.601,1.828,4.209,1.306,3.869,5.854,2.211,4.053,2.785,4.787,1.652,1.289,1.503,1.886
135,2.948,1.483,3.242,15.655,13.915,14.588,10.557,9.889,6.634,7.898,3.351,6.869,6.594,3.668,8.377,7.971,1.903,7.018,0.851,1.112,1.918,7.242,2.04,1.631,2.117,3.087,1.317,2.522,2.541,5.087,1.888,2.028,0.511,1.168,4.541,3.67,0.418,1.356,2.99,1.167,1.258,0.878,3.411,1.582,1.091,1.092,1.751,2.881,0.592,2.924,2.723,0.529,2.421,8.736,7.182,5.688,1.332,0.7,2.248,1.62,0.403,1.13,1.444,5.224,10.648,4.893,5.632,1.969,2.967,1.522,1.307,2.451,0.598,1.259,1.809,3.162,2.614,4.605,5.252,8.609,4.923,4.612,2.64,4.581,10.833,5.947,1.896,2.24,2.927,2.106,2.947,2.516,2.065,3.007
136,0.623,1.251,1.65,6.714,6.729,9.447,4.642,7.86,3.38,7.017,3.877,4.543,3.599,3.268,5.841,3.871,10.341,1.44,2.657,1.555,2.429,1.667,1.208,1.864,4.489,2.915,1.754,4.197,2.714,1.052,2.335,1.962,9.987,2.683,2.73,5.31,1.319,2.354,2.548,2.527,1.034,2.492,0.817,1.26,3.334,0.851,0.366,0.734,0.384,2.809,0.472,1.053,1.074,10.165,5.522,1.479,2.405,3.396,2.098,0.643,1.479,1.841,1.643,2.735,1.207,3.707,0.695,4.06,2.18,3.107,2.279,0.45,1.819,1.971,1.427,0.882,0.617,4.407,4.819,4.73,3.938,5.173,7.932,6.857,7.127,3.118,3.336,3.361,1.868,1.711,2.259,2.162,4.363,1.738
137,2.737,2.142,8.804,2.81,2,1.861,2.746,1.556,5.474,0.901,0.482,1.805,3.495,2.94,1.839,2.618,6.503,2.579,2.532,1.685,1.96,1.877,1.64,2.479,1.193,1.359,1.665,4.088,3.575,2.045,1.361,2.285,3.867,0.842,1.399,1.193,1.702,1.164,2.408,3.095,2.181,1.017,0.584,1.846,0.835,4.547,0.958,1.261,1.745,1.851,2.095,0.915,0.453,5.366,3.654,4.86,1.762,1.567,2.096,2.081,1.681,0.265,1.934,0.836,5.306,3.175,2.963,2.05,1.617,1.165,2.558,1.289,2.209,0.959,3.911,3.499,0.577,6.048,3.542,2.457,3.328,3.952,9.468,5.245,6.564,2.192,3.299,1.988,1.459,2.709,1.316,1.468,2.348,0.992
138,1.15,1.111,5.608,3.966,3.194,1.697,4.027,2.391,2.435,2.449,1.56,2.255,2.681,3.801,1.87,3.508,3.923,2.617,4.52,1.754,2.131,1.215,2.624,2.414,3.304,2.837,1.4,3.046,3.984,0.92,1.298,1.062,6.462,0.81,7.584,6.484,0.851,1.531,1.632,3.093,0.955,2.722,1.528,1.088,3.763,2.284,1.294,3.972,1.735,1.911,2.756,0.41,4.77,1.97,1.517,1.359,3.52,1.008,3.064,1.439,1.992,0.998,1.971,5.983,4.595,1.989,1.74,3.894,1.783,2.071,2.407,0.409,4.85,0.951,0.621,1.516,1.292,5.254,5.247,4.917,4.079,6.26,2.973,3.853,5.15,1.08,1.334,3.758,3.551,2.519,2.193,1.896,1.337,0.688
139,3.31,3,3.566,1.252,2.48,1.865,1.054,0.965,3.239,0.855,2.347,2.435,2.84,6.311,1.969,2.417,2.179,4.588,1.01,1.208,1.78,2.702,0.55,2.183,2.183,2.255,2.436,1.043,2.182,3.534,1.423,1.013,1.222,1.458,5.777,1.765,0.778,0.673,2.987,1.81,2.528,2.593,2.98,1.937,1.495,1.533,2.018,4.235,0.865,1.086,4.824,1.842,1.545,3.87,2.294,5.625,1.638,1.484,2.433,1.996,1.001,1.593,0.985,3.365,10.301,0.807,2.242,1.369,2.038,3.205,3.07,2.279,1.373,1.792,2.672,1.395,1.408,7.334,4.146,5.493,3.633,4.305,5.779,1.501,3.131,1.237,2.279,1.185,3.239,1.571,1.295,3.191,0.286,1.272
140,2.168,4.335,1.497,1.371,2.201,2.286,1.962,0.957,4.891,1.584,0.995,1.429,3.503,2.801,1.404,4.421,3.999,4.139,3.639,1.583,2.608,3.552,4.698,2.015,3.13,2.619,3.008,3.818,1.82,2.4,1.674,1.672,3.599,2.089,2.932,3.906,1.287,0.64,2.944,0.482,3.256,0.996,4.521,2.371,0.691,3.554,1.717,2.155,5.964,2.269,1.413,0.384,2.03,2.558,1.992,1.255,0.514,1.925,2.597,1.11,2.133,0.92,2.235,7.935,7.146,4.332,1.109,1.675,2.6,1.317,1.393,1.437,1.334,4.126,1.62,2.027,2.347,5.803,3.944,6.125,4.569,5.7,12.908,2.074,5.607,0.801,2.6,1.176,4.206,1.191,2.543,0.933,0.989,2.303
